X,Y,OBJECTID,Geocode_Address,Geocode_Street,Case_Number,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Reported_Date_Year,Reported_Date_Month,Reported_Time,Reported_Timestamp,Address_StreetFull,Address_City,Address_State,Patrol_Beat,Patrol_Section,Case_Status,Statute_Title,Statute_Section,Statute_Subsection,Statute_Degree,Statute_Class,Statute_Category,Statute_Text,Statute_Description,Statute_CrimeCategory,Statute_Attempted,Weapon_Description,Larceny_Type,Location_Type,Geo_Beat,Geo_Section,Geo_Section_Num
-77.5909683831,43.1661117866,18931,"285 N Union St, Rochester, NY, 14605",285 N UNION ST,2018-00054259,2018,3,2200,2018-03-09T22:00:00.000Z,2018,3,1000,2018-03-10T10:00:00.000Z,2018,3,1049,2018-03-10T15:49:00.000Z,285 N UNION ST,Rochester,NY,297,Clinton,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,297,Clinton,7
-77.6076244129,43.1595994518,19062,"113 N Clinton Ave, Rochester, NY, 14604",113 N CLINTON AVE,2018-00053828,2018,3,0,2018-03-09T00:00:00.000Z,2018,3,1830,2018-03-09T18:30:00.000Z,2018,3,1843,2018-03-09T23:43:00.000Z,113 N CLINTON AVE,Rochester,NY,219,Central,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Multiple Dwelling,219,Central,9
-77.623961486,43.1642136514,19878,"294 Smith St, Rochester, NY, 14608",294 SMITH ST,2018-00049644,2018,3,1616,2018-03-04T16:16:00.000Z,2018,3,1616,2018-03-04T16:16:00.000Z,2018,3,1616,2018-03-04T21:16:00.000Z,294 SMITH ST,Rochester,NY,209,Central,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,209,Central,9
-77.6309565168,43.1377580106,20465,"297 Magnolia St, Rochester, NY, 14611",297 MAGNOLIA ST,2018-00050453,2018,3,1653,2018-03-05T16:53:00.000Z,2018,3,1653,2018-03-05T16:53:00.000Z,2018,3,1653,2018-03-05T21:53:00.000Z,297 MAGNOLIA ST,Rochester,NY,253,Genesee,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,253,Genesee,3
-77.6379291495,43.1644127727,21300,"437 Lyell Ave, Rochester, NY, 14606",437 LYELL AVE,2018-00052838,2018,3,1644,2018-03-08T16:44:00.000Z,2018,3,1644,2018-03-08T16:44:00.000Z,2018,3,1644,2018-03-08T21:44:00.000Z,437 LYELL AVE,Rochester,NY,291,Lake,Cleared by Arrest - Adult,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Drug Store,291,Lake,1
-77.5992779333,43.1640373593,22029,"39 Woodward St, Rochester, NY, 14605",39 WOODWARD ST,2018-00051236,2018,3,1640,2018-03-06T16:40:00.000Z,2018,3,1640,2018-03-06T16:40:00.000Z,2018,3,1640,2018-03-06T21:40:00.000Z,39 WOODWARD ST,Rochester,NY,287,Clinton,Cleared by Arrest - Juvenile,PL ,120.14,1,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,287,Clinton,7
-77.6310287582,43.1785476691,23072,"710 Lake Ave, Rochester, NY, 14613",710 LAKE AVE,2018-00051108,2018,3,1425,2018-03-06T14:25:00.000Z,2018,3,1425,2018-03-06T14:25:00.000Z,2018,3,1425,2018-03-06T19:25:00.000Z,710 LAKE AVE,Rochester,NY,251,Lake,Cleared by Arrest - Adult,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,251,Lake,1
-77.5769020131,43.1837213517,24942,"2 Perkins Ave, Rochester, NY, 14609",2 PERKINS AVE,2018-00049426,2018,3,425,2018-03-04T04:25:00.000Z,2018,3,430,2018-03-04T04:30:00.000Z,2018,3,913,2018-03-04T14:13:00.000Z,2 PERKINS AVE,Rochester,NY,237,Clinton,Office,PL ,160.05,      ,3,D,F,Robbery,Robbery 3rd                                                 ,3,Attempted,Personal Weapons,* No Larceny Type Specified *,Street,237,Clinton,7
-77.6395699852,43.1784732366,25209,"735 Dewey Ave, Rochester, NY, 14613",735 DEWEY AVE,2018-00054942,2018,3,809,2018-03-11T08:09:00.000Z,2018,3,814,2018-03-11T08:14:00.000Z,2018,3,814,2018-03-11T12:14:00.000Z,735 DEWEY AVE,Rochester,NY,241,Lake,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Gas Station,241,Lake,1
-77.5990551591,43.1757991886,26048,"627 Hudson Ave, Rochester, NY, 14621",627 HUDSON AVE,2018-00056666,2018,3,1300,2018-03-11T13:00:00.000Z,2018,3,1200,2018-03-12T12:00:00.000Z,2018,3,1554,2018-03-13T19:54:00.000Z,627 HUDSON AVE,Rochester,NY,257,Clinton,Office,PL ,140.2,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,***,257,Clinton,7
-77.6250646984,43.1394043345,26629,"385 Seward St, Rochester, NY, 14608",385 SEWARD ST,2018-00055359,2018,3,200,2018-03-11T02:00:00.000Z,2018,3,1900,2018-03-11T19:00:00.000Z,2018,3,2118,2018-03-12T01:18:00.000Z,385 SEWARD ST,Rochester,NY,253,Genesee,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,253,Genesee,3
-77.6253297916,43.1452497461,27211,"190 Reynolds St, Rochester, NY, 14608",190 REYNOLDS ST,2018-00055885,2018,3,1534,2018-03-12T15:34:00.000Z,2018,3,1534,2018-03-12T15:34:00.000Z,2018,3,1534,2018-03-12T19:34:00.000Z,190 REYNOLDS ST,Rochester,NY,233,Genesee,Field,PL ,120.14,1,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Street,233,Genesee,3
-77.6486388549,43.1793953606,27229,"688 Lexington Ave, Rochester, NY, 14613",688 LEXINGTON AVE,2018-00056492,2018,3,2100,2018-03-12T21:00:00.000Z,2018,3,1047,2018-03-13T10:47:00.000Z,2018,3,1130,2018-03-13T15:30:00.000Z,688 LEXINGTON AVE,Rochester,NY,241,Lake,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Bar,241,Lake,1
-77.6278818903,43.1520114892,29011,"567 W Main St, Rochester, NY, 14608",567 W MAIN ST,2018-00056812,2018,3,1910,2018-03-13T19:10:00.000Z,2018,3,1910,2018-03-13T19:10:00.000Z,2018,3,1910,2018-03-13T23:10:00.000Z,567 W MAIN ST,Rochester,NY,213,Genesee,Office,PL ,120.05,2,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Completed,Unknown,* No Larceny Type Specified *,Gas Station,213,Genesee,3
-77.6278818903,43.1520114892,29012,"567 W Main St, Rochester, NY, 14608",567 W MAIN ST,2018-00056340,2018,3,704,2018-03-13T07:04:00.000Z,2018,3,708,2018-03-13T07:08:00.000Z,2018,3,704,2018-03-13T11:04:00.000Z,567 W MAIN ST,Rochester,NY,213,Genesee,Cleared by Arrest - Adult,PL ,165.05,1,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Gas Station,213,Genesee,3
-77.642465627,43.1687916912,30566,"443 Murray St, Rochester, NY, 14606",443 MURRAY ST,2018-00054761,2018,3,1700,2018-03-10T17:00:00.000Z,2018,3,2320,2018-03-10T23:20:00.000Z,2018,3,2320,2018-03-11T04:20:00.000Z,443 MURRAY ST,Rochester,NY,261,Lake,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,261,Lake,1
-77.6140345467,43.2589423663,31619,"65 Alpha St, Rochester, NY, 14612",65 ALPHA ST,2018-00054054,2018,3,35,2018-03-10T00:35:00.000Z,2018,3,35,2018-03-10T00:35:00.000Z,2018,3,39,2018-03-10T05:39:00.000Z,65 ALPHA ST,Rochester,NY,201,Lake,Cleared by Arrest - Juvenile,PL ,155.3,8,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,201,Lake,1
-77.6467874849,43.1401046324,32961,"314 Sherwood Ave, Rochester, NY, 14619",314 SHERWOOD AVE,2018-00056058,2018,3,1916,2018-03-12T19:16:00.000Z,2018,3,1916,2018-03-12T19:16:00.000Z,2018,3,1916,2018-03-12T23:16:00.000Z,314 SHERWOOD AVE,Rochester,NY,223,Genesee,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,223,Genesee,3
-77.589198294,43.141114655,33877,"56 Lansdale St, Rochester, NY, 14620",56 LANSDALE ST,2018-00056857,2018,3,1134,2018-03-12T11:34:00.000Z,2018,3,1600,2018-03-12T16:00:00.000Z,2018,3,2036,2018-03-14T00:36:00.000Z,56 LANSDALE ST,Rochester,NY,265,Goodman,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,265,Goodman,5
-77.6625824333,43.1651066175,36540,"1410 Lyell Ave, Rochester, NY, 14606",1410 LYELL AVE,2018-00057073,2018,3,133,2018-03-14T01:33:00.000Z,2018,3,133,2018-03-14T01:33:00.000Z,2018,3,644,2018-03-14T10:44:00.000Z,1410 LYELL AVE,Rochester,NY,281,Lake,Field,PL ,140.2,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Restaurant,281,Lake,1
-77.6378348593,43.1327451958,37734,"276 Barton St, Rochester, NY, 14619",276 BARTON ST,2018-00053336,2018,3,1600,2018-03-08T16:00:00.000Z,2018,3,645,2018-03-09T06:45:00.000Z,2018,3,653,2018-03-09T11:53:00.000Z,276 BARTON ST,Rochester,NY,253,Genesee,Office,PL ,140.2,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,253,Genesee,3
-77.6283243379,43.2302676776,37757,"60 Winans St, Rochester, NY, 14612",60 WINANS ST,2018-00056336,2018,3,2000,2018-03-12T20:00:00.000Z,2018,3,715,2018-03-13T07:15:00.000Z,2018,3,745,2018-03-13T11:45:00.000Z,60 WINANS ST,Rochester,NY,201,Lake,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,201,Lake,1
-77.5795794295,43.169243561,38111,"836 N Goodman St, Rochester, NY, 14609",836 N GOODMAN ST,2018-00055136,2018,3,1500,2018-03-11T15:00:00.000Z,2018,3,1500,2018-03-11T15:00:00.000Z,2018,3,1505,2018-03-11T19:05:00.000Z,836 N GOODMAN ST,Rochester,NY,215,Goodman,Office,PL ,160.15,2,1,B,F,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,3,Attempted,Knife/Cutting Instrument,* No Larceny Type Specified *,Parking Lot,215,Goodman,5
-77.5795794295,43.169243561,38112,"836 N Goodman St, Rochester, NY, 14609",836 N GOODMAN ST,2018-00055019,2018,3,1127,2018-03-11T11:27:00.000Z,2018,3,1127,2018-03-11T11:27:00.000Z,2018,3,1127,2018-03-11T15:27:00.000Z,836 N GOODMAN ST,Rochester,NY,215,Goodman,Cleared by Arrest - Adult,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Purse-snatching,Other Outside Location,215,Goodman,5
-77.6326130235,43.179168106,38750,"121 Lexington Ave, Rochester, NY, 14613",121 LEXINGTON AVE,2018-00056650,2018,3,1100,2018-03-13T11:00:00.000Z,2018,3,1536,2018-03-13T15:36:00.000Z,2018,3,1536,2018-03-13T19:36:00.000Z,121 LEXINGTON AVE,Rochester,NY,251,Lake,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,251,Lake,1
-77.6311137623,43.1747958861,38843,"180 Fulton Ave, Rochester, NY, 14613",180 FULTON AVE,2018-00057515,2018,3,1615,2018-03-14T16:15:00.000Z,2018,3,1715,2018-03-14T17:15:00.000Z,2018,3,1715,2018-03-14T21:15:00.000Z,180 FULTON AVE,Rochester,NY,251,Lake,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,251,Lake,1
-77.6428889477,43.1650115885,39667,"2 Austin St, Rochester, NY, 14606",2 AUSTIN ST,2018-00057447,2018,3,830,2018-03-14T08:30:00.000Z,2018,3,1100,2018-03-14T11:00:00.000Z,2018,3,1605,2018-03-14T20:05:00.000Z,2 AUSTIN ST,Rochester,NY,261,Lake,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,School,261,Lake,1
-77.6348049661,43.1594785279,40117,"542 Jay St, Rochester, NY, 14611",542 JAY ST,2018-00049842,2018,3,2317,2018-03-04T23:17:00.000Z,2018,3,2317,2018-03-04T23:17:00.000Z,2018,3,2318,2018-03-05T04:18:00.000Z,542 JAY ST,Rochester,NY,291,Lake,Office,PL ,155.3,8,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,291,Lake,1
-77.638553209,43.1904783772,40140,"1312 Dewey Ave, Rochester, NY, 14613",1312 DEWEY AVE,2018-00050737,2018,3,100,2018-03-06T01:00:00.000Z,2018,3,101,2018-03-06T01:01:00.000Z,2018,3,104,2018-03-06T06:04:00.000Z,1312 DEWEY AVE,Rochester,NY,231,Lake,Office,PL ,140.2,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Other Building,231,Lake,1
-77.6003450178,43.1933787111,40245,"1475 Hudson Ave, Rochester, NY, 14621",1475 HUDSON AVE,2018-00049677,2018,3,1735,2018-03-04T17:35:00.000Z,2018,3,1735,2018-03-04T17:35:00.000Z,2018,3,1743,2018-03-04T22:43:00.000Z,1475 HUDSON AVE,Rochester,NY,207,Clinton,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Dry Cleaners/Laundry,207,Clinton,7
-77.6362029444,43.1811130037,40621,"234 Driving Park Ave, Rochester, NY, 14613",234 DRIVING PARK AVE,2018-00056476,2018,3,100,2018-03-12T01:00:00.000Z,2018,3,700,2018-03-13T07:00:00.000Z,2018,3,1028,2018-03-13T14:28:00.000Z,234 DRIVING PARK AVE,Rochester,NY,251,Lake,Office,PL ,140.2,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,251,Lake,1
-77.59567099,43.1750344883,41029,"917 North St, Rochester, NY, 14605",917 NORTH ST,2018-00050638,2018,3,2136,2018-03-05T21:36:00.000Z,2018,3,2136,2018-03-05T21:36:00.000Z,2018,3,2136,2018-03-06T02:36:00.000Z,917 NORTH ST,Rochester,NY,277,Clinton,Warrant Application,PL ,165.05,1,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Gas Station,277,Clinton,7
-77.5920818761,43.1823471768,41066,"252 Durnan St, Rochester, NY, 14621",252 DURNAN ST,2018-00049978,2018,3,2200,2018-03-04T22:00:00.000Z,2018,3,445,2018-03-05T04:45:00.000Z,2018,3,712,2018-03-05T12:12:00.000Z,252 DURNAN ST,Rochester,NY,237,Clinton,Office,PL ,140.2,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,237,Clinton,7
-77.6408736632,43.1762716197,42001,"21 Finch St, Rochester, NY, 14613",21 FINCH ST,2018-00051252,2018,3,1400,2018-03-06T14:00:00.000Z,2018,3,1722,2018-03-06T17:22:00.000Z,2018,3,1722,2018-03-06T22:22:00.000Z,21 FINCH ST,Rochester,NY,241,Lake,Field,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,241,Lake,1
-77.5766946952,43.1477549558,42521,"707 Park Ave, Rochester, NY, 14607",707 PARK AVE,2018-00049207,2018,3,1,2018-03-04T00:01:00.000Z,2018,3,28,2018-03-04T00:28:00.000Z,2018,3,28,2018-03-04T05:28:00.000Z,707 PARK AVE,Rochester,NY,245,Goodman,Exceptional Clearance,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Restaurant,245,Goodman,5
-77.6259700213,43.1480615679,43574,"388 Tremont St, Rochester, NY, 14608",388 TREMONT ST,2018-00053832,2018,3,1845,2018-03-09T18:45:00.000Z,2018,3,1845,2018-03-09T18:45:00.000Z,2018,3,1853,2018-03-09T23:53:00.000Z,388 TREMONT ST,Rochester,NY,213,Genesee,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Street,213,Genesee,3
-77.5894626754,43.1442324938,43884,"694 Monroe Ave, Rochester, NY, 14607",694 MONROE AVE,2018-00052725,2018,3,1500,2018-03-07T15:00:00.000Z,2018,3,1500,2018-03-07T15:00:00.000Z,2018,3,1435,2018-03-08T19:35:00.000Z,694 MONROE AVE,Rochester,NY,245,Goodman,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Pocket-picking,Other Outside Location,265,Goodman,5
-77.6278668671,43.1655522506,44655,"210 Spencer St, Rochester, NY, 14608",210 SPENCER ST,2018-00054189,2018,3,2100,2018-03-09T21:00:00.000Z,2018,3,630,2018-03-10T06:30:00.000Z,2018,3,712,2018-03-10T12:12:00.000Z,210 SPENCER ST,Rochester,NY,271,Lake,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,271,Lake,1
-77.6448496603,43.1359268924,45301,"310 W High Ter, Rochester, NY, 14619",310 W HIGH TER,2018-00050825,2018,3,1800,2018-03-05T18:00:00.000Z,2018,3,632,2018-03-06T06:32:00.000Z,2018,3,632,2018-03-06T11:32:00.000Z,310 W HIGH TER,Rochester,NY,243,Genesee,Warrant Application,PL ,165.05,1,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Yard,243,Genesee,3
-77.6210881515,43.149352625,45786,"164 Van Auker St, Rochester, NY, 14608",164 VAN AUKER ST,2018-00052727,2018,3,2300,2018-03-07T23:00:00.000Z,2018,3,1420,2018-03-08T14:20:00.000Z,2018,3,1435,2018-03-08T19:35:00.000Z,164 VAN AUKER ST,Rochester,NY,213,Genesee,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,213,Genesee,3
-77.6388579449,43.1395445283,45966,"96 Aberdeen St, Rochester, NY, 14619",96 ABERDEEN ST,2018-00050728,2018,3,55,2018-03-06T00:55:00.000Z,2018,3,55,2018-03-06T00:55:00.000Z,2018,3,55,2018-03-06T05:55:00.000Z,96 ABERDEEN ST,Rochester,NY,253,Genesee,Warrant Application,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,253,Genesee,3
-77.6262821064,43.145988805,47209,"167 Reynolds St, Rochester, NY, 14608",167 REYNOLDS ST,2018-00052783,2018,3,1700,2018-03-06T17:00:00.000Z,2018,3,1501,2018-03-08T15:01:00.000Z,2018,3,1501,2018-03-08T20:01:00.000Z,167 REYNOLDS ST,Rochester,NY,233,Genesee,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,233,Genesee,3
-77.5809809479,43.1853687306,47996,"104 Jackson St, Rochester, NY, 14621",104 JACKSON ST,2018-00055660,2018,3,1036,2018-03-12T10:36:00.000Z,2018,3,1036,2018-03-12T10:36:00.000Z,2018,3,1036,2018-03-12T14:36:00.000Z,104 JACKSON ST,Rochester,NY,237,Clinton,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,237,Clinton,7
-77.6401744884,43.1804405335,48650,"375 Driving Park Ave, Rochester, NY, 14613",375 DRIVING PARK AVE,2018-00052753,2018,3,1300,2018-03-08T13:00:00.000Z,2018,3,1345,2018-03-08T13:45:00.000Z,2018,3,1520,2018-03-08T20:20:00.000Z,375 DRIVING PARK AVE,Rochester,NY,241,Lake,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,241,Lake,1
-77.6077658055,43.158011464,49199,"71 Mortimer St, Rochester, NY, 14604",71 MORTIMER ST,2018-00054399,2018,3,1430,2018-03-10T14:30:00.000Z,2018,3,1500,2018-03-10T15:00:00.000Z,2018,3,1507,2018-03-10T20:07:00.000Z,71 MORTIMER ST,Rochester,NY,219,Central,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,219,Central,9
-77.5979257055,43.156117499,49351,"240 East Ave, Rochester, NY, 14607",240 EAST AVE,2018-00054754,2018,3,2040,2018-03-10T20:40:00.000Z,2018,3,2300,2018-03-10T23:00:00.000Z,2018,3,2337,2018-03-11T04:37:00.000Z,240 EAST AVE,Rochester,NY,219,Central,Office,PL ,155.3,8,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Street,219,Central,9
-77.5971756536,43.1943866123,50704,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00055296,2018,3,1914,2018-03-11T19:14:00.000Z,2018,3,1914,2018-03-11T19:14:00.000Z,2018,3,1915,2018-03-11T23:15:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Cleared by Arrest - Adult,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Other Retail Store,207,Clinton,7
-77.5971756536,43.1943866123,50705,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00055286,2018,3,1700,2018-03-11T17:00:00.000Z,2018,3,1720,2018-03-11T17:20:00.000Z,2018,3,1900,2018-03-11T23:00:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Office,PL ,155.3,1,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,6,Completed,* No Weapon Specified *,All Other Larcenies,Parking Lot,207,Clinton,7
-77.5831775979,43.1771446117,56443,"67 Clairmount St, Rochester, NY, 14621",67 CLAIRMOUNT ST,2018-00052095,2018,3,1540,2018-03-07T15:40:00.000Z,2018,3,1650,2018-03-07T16:50:00.000Z,2018,3,1721,2018-03-07T22:21:00.000Z,67 CLAIRMOUNT ST,Rochester,NY,267,Clinton,Field,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,267,Clinton,7
-77.6535669699,43.1891344082,56681,"315 La Grange Ave, Rochester, NY, 14615",315 LA GRANGE AVE,2018-00055849,2018,3,1500,2018-03-08T15:00:00.000Z,2018,3,800,2018-03-12T08:00:00.000Z,2018,3,1454,2018-03-12T18:54:00.000Z,315 LA GRANGE AVE,Rochester,NY,221,Lake,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,221,Lake,1
-77.6385413383,43.1897179366,57218,"1274 Dewey Ave, Rochester, NY, 14613",1274 DEWEY AVE,2018-00051844,2018,3,2100,2018-03-03T21:00:00.000Z,2018,3,2130,2018-03-03T21:30:00.000Z,2018,3,1049,2018-03-07T15:49:00.000Z,1274 DEWEY AVE,Rochester,NY,231,Lake,Exceptional Clearance,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Coin-Operated Machine or Device,Barber/Beauty Shop,231,Lake,1
-77.5873152477,43.1426140496,59832,"797 Monroe Ave, Rochester, NY, 14607",797 MONROE AVE,2018-00052238,2018,3,1835,2018-03-07T18:35:00.000Z,2018,3,1910,2018-03-07T19:10:00.000Z,2018,3,2150,2018-03-08T02:50:00.000Z,797 MONROE AVE,Rochester,NY,265,Goodman,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Public Transit Vehicle,265,Goodman,5
-77.6259870321,43.1662936973,60113,"134 Spencer St, Rochester, NY, 14608",134 SPENCER ST,2018-00051527,2018,3,2343,2018-03-06T23:43:00.000Z,2018,3,2343,2018-03-06T23:43:00.000Z,2018,3,2343,2018-03-07T04:43:00.000Z,134 SPENCER ST,Rochester,NY,271,Lake,Cleared by Arrest - Adult,PL ,120.05,6,2,D,F,Aggravated Assault,Assault 2nd: Cause Injury to Non Participant During Commissi,4,Completed,Personal Weapons,* No Larceny Type Specified *,Single Family Home,271,Lake,1
-77.5854467482,43.1494750313,63443,"389 Park Ave, Rochester, NY, 14607",389 PARK AVE,2018-00050801,2018,3,2000,2018-03-05T20:00:00.000Z,2018,3,500,2018-03-06T05:00:00.000Z,2018,3,545,2018-03-06T10:45:00.000Z,389 PARK AVE,Rochester,NY,245,Goodman,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,245,Goodman,5
